,sym_1,sym_2,min_trading_qty_symbol_1,min_trading_qty_symbol_2,estimated_trade_qty_symbol_1,estimated_trade_qty_symbol_2,estimated_trade_value_symbol_1,estimated_trade_value_symbol_2,std,each_z_score_revenue,p_value,hedge_ratio,initial_intercept,trading_oppotunities,estimated_returns,win_rate,recent_trade_qty,peak_loss,recent_z_score
23,EOSUSDT,1INCHUSDT,0.1,1.0,1105.9371695860202,47.14428421413926,848.2538090724776,15.750905355943928,0.009255957652782969,10.23650760832686,0.008315572328626442,0.04262835675537204,0.7471496459394973,17,628.1628275524353,0.9411764705882353,1105.9130318645894,-111.29206364552911,1.1663957894218266
16,EOSUSDT,MKRUSDT,0.1,0.001,1018.4508382480541,0.08420347178914715,780.1333420980094,83.87507824916948,0.009663816894367655,9.842122416744445,0.007362122827700621,8.267799350432518e-05,0.6849521860172705,17,625.9261498313882,0.9411764705882353,1017.2418378638953,-112.93168977925092,1.1316620594147533
11,EOSUSDT,XLMUSDT,0.1,1.0,1126.764765969093,5.140441067216544,863.1018107323254,0.8981892676747468,0.009393128215273982,10.583845915200873,0.010708341673850994,0.004562124431354064,0.7632415012016123,16,613.8745426533496,1.0,1125.2963674902542,-114.53991193903886,1.1431890126343631
14,EOSUSDT,COMPUSDT,0.1,0.001,983.0516133754099,1.564234871803185,753.017535845564,110.98246415443599,0.00788606346096434,7.752407408481863,0.0024700451824929254,0.001591203198814986,0.6464693083931027,19,590.4392914833767,1.0,981.8633530176049,-87.0608780287068,0.6688339346290753
26,EOSUSDT,GMTUSDT,0.1,1.0,1111.7375993105306,52.558233494847485,851.5910010718665,12.408998928133492,0.009386575159623137,10.435408533707287,0.010967576336557898,0.0472757542134427,0.7523402280342757,16,572.3593935151855,1.0,1110.308927803714,-112.6236860721174,1.1312438684795316
25,EOSUSDT,GALAUSDT,0.1,1.0,1105.552042595302,660.7759295567839,846.8528646280014,17.15374313129411,0.009405309948353549,10.398059624644182,0.012410550960839714,0.5976886696401928,0.7482560625408174,16,558.6741145444774,1.0,1104.0970486311596,-111.32009542706537,1.1372096599863257
10,EOSUSDT,LINKUSDT,0.1,0.01,1037.9181100257044,9.878900819528715,795.0452722796896,68.95472772031043,0.009236278628792083,9.586500858066684,0.014334776320831877,0.009517996385364217,0.6984772644643575,16,546.4585150813386,0.875,1036.5662210591595,-103.35683338390837,1.1652983516454838
30,EOSUSDT,LDOUSDT,0.1,1.0,968.6934896180846,57.85069961895452,742.9879065370709,121.01209346292907,0.0073570015154210576,7.126679471098761,0.003328623353199028,0.05972033490362636,0.6373142758325762,18,512.2774263285373,0.9444444444444444,968.5637856999635,-87.59000573102543,1.2304413133291412
28,EOSUSDT,OPUSDT,0.1,0.1,1070.5115388263546,27.76224187863769,821.082350279814,42.917649720186006,0.009385102762929956,10.04686080078762,0.013843315217745093,0.025933622265365365,0.7252425439158505,16,485.9555741235909,0.875,1070.4633839088306,-107.713514717524,1.3659282833763173
31,EOSUSDT,APTUSDT,0.1,0.1,935.5300490531845,19.38174330018628,717.5515476237925,146.44845237620754,0.009391059104722743,8.785617984902622,0.018656784000002986,0.02071739258381046,0.6065772707214871,16,455.8887173658436,0.875,935.3621884066251,-89.0248804253249,1.2944742282183075
27,EOSUSDT,APEUSDT,0.1,1.0,948.0862160256096,66.77942730217305,726.234041475617,137.765958524383,0.00881686215008561,8.359145473094086,0.02281089395639551,0.07043602804617635,0.6207557914398457,15,414.5382032766594,0.9333333333333333,946.8276973647597,-86.79512628732675,0.9161680894786589
17,EOSUSDT,SNXUSDT,0.1,0.1,943.4444797474728,52.1674154719217,722.6784714865641,141.3736959289078,0.008302070815427873,7.832542881288027,0.010758509415649816,0.05529463216095673,0.6149547232903406,15,411.07604029764445,0.8666666666666667,942.244920470256,-78.5392158566319,1.4673565403089506
19,EOSUSDT,SOLUSDT,0.1,1.0,908.3575602228103,6.330138454304592,695.8018911306727,168.1601280386015,0.006977790460027352,6.338328718016447,0.004639206105900774,0.006968773896428932,0.5775622256331785,19,403.0835372537093,0.9473684210526315,907.1977416650858,-82.49882003454577,1.30018190119364
12,EOSUSDT,ADAUSDT,0.1,1.0,839.9692168167389,671.0787341599573,643.416420081622,220.58357991837798,0.007673496138788943,6.445500541944819,0.021031069578426743,0.798932533150641,0.5122193178986091,16,381.2358579553098,0.875,838.8930251210659,-70.49523889458234,0.37485466173029913
