,interval,trainning_period,spread_window,z_score_window,z_score_threshod,test_average_returns,test_win_rate,test_ave_loss,tradeable_num
47,15m,400,40,120,1.6,-4.370402696028712,0.5,-38.61057182928776,2
48,15m,400,80,20,1.2,18.93043786447805,0.375,-1.5880525123153184,2
49,15m,400,80,20,1.6,1511.4930446836731,0.375,-1.4288778385711507,2
50,15m,400,80,40,1.2,-26.698712342538457,0.16666666666666666,-53.400802384312925,1
51,15m,400,80,40,1.6,-51.116023683067716,0.08333333333333333,-76.67403552460158,0
52,15m,400,80,80,1.2,-61.132203546606824,0.0,-183.39661063982047,0
53,15m,400,80,80,1.6,-73.18777292845564,0.0,-365.93886464227825,0
54,15m,400,80,120,1.2,-97.68447144120573,0.125,-130.24596192160763,0
55,15m,400,80,120,1.6,-59.69348741938688,0.0,-238.7739496775475,0
56,15m,400,120,20,1.2,1.6824142952602954,0.3333333333333333,-2.2558779353912772,2
57,15m,400,120,20,1.6,58.63769065533954,0.25,-32.611995322476325,1
58,15m,400,120,40,1.2,-1.9925643864815328,0.3,-12.868108495512306,1
59,15m,400,120,40,1.6,-8.246643614033712,0.25,-26.91872974609977,1
60,15m,400,120,80,1.2,-8.105831845410439,0.0,-40.52915922705219,0
61,15m,400,120,80,1.6,-14.311586765806396,0.125,-28.623173531612792,0
62,15m,400,120,120,1.2,-15.238405908442473,0.0,-45.71521772532742,0
63,15m,400,120,120,1.6,-13.509719743927993,0.0,-40.52915923178398,0
64,30m,200,20,20,1.2,-37.05652122141101,0.4666666666666666,-66.23103058242037,2
65,30m,200,20,20,1.6,19.639176098411347,0.3333333333333333,-8.974463389647646,2
66,30m,200,20,40,1.2,19.571724831209174,0.8,-0.03729063816546674,4
67,30m,200,20,40,1.6,37.50520644161077,0.8,,4
68,30m,200,20,80,1.2,36.55677426728961,0.5833333333333334,-13.39275264274456,5
69,30m,200,20,80,1.6,5.6521458200203964,0.6,-9.948932286525077,3
70,30m,200,20,120,1.2,19.186877360630557,0.42857142857142855,-15.64680221653135,4
71,30m,200,20,120,1.6,46.591785901084315,0.4,-21.2153478373685,2
72,30m,200,40,20,1.2,5.500637436708764,0.5625,-17.507038064183448,6
73,30m,200,40,20,1.6,-5.594321404267142,0.4375,-21.922826119512322,4
74,30m,200,40,40,1.2,-9.066907177140404,0.5476190476190476,-13.050712498825789,2
75,30m,200,40,40,1.6,14.06714552997363,0.7333333333333333,-4.127160528808668,4
76,30m,200,40,80,1.2,-0.22941840612821038,0.25,-4.663717117210479,2
77,30m,200,40,80,1.6,-1.3754136870467388,0.1,-8.261875473431077,1
78,30m,200,40,120,1.2,11.753246255922097,1.0,,5
79,30m,200,40,120,1.6,8.830757944905905,0.75,-0.10195825765518635,3
80,30m,200,80,20,1.2,-30.2312474881329,0.2857142857142857,-46.157365355632486,2
81,30m,200,80,20,1.6,-6.0480719094278355,0.16666666666666666,-9.596250740162214,1
82,30m,200,80,40,1.2,-8.978500618370742,0.2,-18.694160784173786,1
83,30m,200,80,40,1.6,-7.033398903996522,0.0,-11.72233150666087,0
84,30m,200,80,80,1.2,-0.9623688474013576,0.1,-17.074253025344184,1
85,30m,200,80,80,1.6,-4.268563256336046,0.0,-17.074253025344184,0
86,30m,200,80,120,1.2,-3.6194300409866424,0.0,-10.858290122959927,0
87,30m,200,80,120,1.6,0.0,0.0,,0
88,30m,200,120,20,1.2,48.97420249530012,0.6,,3
89,30m,200,120,20,1.6,6.749609023065798,0.25,-19.12002875430477,1
90,30m,200,120,40,1.2,6.696395831944251,0.2,-16.728956886635615,1
91,30m,200,120,40,1.6,8.510810112580979,0.3333333333333333,-6.056053556383828,2
92,30m,200,120,80,1.2,0.0,0.0,,0
93,30m,200,120,80,1.6,0.0,0.0,,0
94,30m,200,120,120,1.2,,,,0
95,30m,200,120,120,1.6,,,,0
96,30m,400,20,20,1.2,29.791082101065236,0.6666666666666666,-2.5878316019698433,3
97,30m,400,20,20,1.6,24.297039662774495,0.6666666666666666,-3.002831776998266,3
98,30m,400,20,40,1.2,8.38748282131253,0.9166666666666666,,4
99,30m,400,20,40,1.6,4.454194160631839,1.0,,4
100,30m,400,20,80,1.2,7.71866100083658,0.25,-0.8446025958419687,2
101,30m,400,20,80,1.6,-4.531271217301442,0.1111111111111111,-4.531271217301442,0
102,30m,400,20,120,1.2,-5.936606585796516,0.3333333333333333,-11.933240532944284,1
103,30m,400,20,120,1.6,-11.468754196150908,0.75,-23.392689026051404,1
104,30m,400,40,20,1.2,22.514461446404514,0.4375,-6.609099209943961,2
105,30m,400,40,20,1.6,14.841851607941663,0.4583333333333333,-4.160204908775018,2
106,30m,400,40,40,1.2,-4.5151567269924415,0.25,-19.457429184296295,1
107,30m,400,40,40,1.6,2.7246023620709714,0.5,,2
108,30m,400,40,80,1.2,-1.9430495816986488,0.3333333333333333,-3.930367561438029,1
109,30m,400,40,80,1.6,1.2151523887501987,0.5,,1
110,30m,400,40,120,1.2,1.0860306007375238,0.5,-15.252869018060919,2
111,30m,400,40,120,1.6,6.706916173302895,0.5,-3.9303675618289926,2
112,30m,400,80,20,1.2,-10.390268927838125,0.375,-21.818196101848883,2
113,30m,400,80,20,1.6,-4.9079256580137915,0.0,-4.9079256580137915,0
114,30m,400,80,40,1.2,-1.0674672191853354,0.0,-4.2698688767413415,0
115,30m,400,80,40,1.6,0.6709287231182985,0.25,,1
116,30m,400,80,80,1.2,0.0,0.0,,0
117,30m,400,80,80,1.6,-1.4232896254489031,0.0,-4.26986887634671,0
118,30m,400,80,120,1.2,0.0,0.0,,0
119,30m,400,80,120,1.6,0.0,0.0,,0
120,30m,400,120,20,1.2,-7.392611192497926,0.5833333333333334,-19.003214096734435,2
121,30m,400,120,20,1.6,-16.271056837634784,0.0,-32.54211367526957,0
122,30m,400,120,40,1.2,-12.53536629982621,0.0,-37.60609889947863,0
123,30m,400,120,40,1.6,-7.674030178491448,0.25,-37.60609889947863,1
124,30m,400,120,80,1.2,,,,0
125,30m,400,120,80,1.6,,,,0
126,30m,400,120,120,1.2,,,,0
127,30m,400,120,120,1.6,,,,0
