,sym_1,sym_2,p_value,hedge_ratio,initial_intercept,trading_oppotunities,estimated_return,current_z_score,total_score
63,MKRUSDT,OCEANUSDT,0.042666282292386885,-771.2473419396191,1240.0296177689102,6,127.06235086326984,0.9500292926114718,127.06235086326984
65,MKRUSDT,MTLUSDT,0.004136883211075767,-273.723163770534,1346.0613907913332,4,110.55003067634138,0.19583984861971207,110.55003067634138
66,MKRUSDT,FLOWUSDT,0.0014704790115750129,1304.599606021378,161.78524892866434,4,94.79469873190587,0.5400424294268317,94.79469873190587
62,MKRUSDT,STORJUSDT,0.003397556159758093,299.8680084121918,852.4819838296532,3,79.15985787210454,0.5714174762830927,79.15985787210454
64,MKRUSDT,GRTUSDT,0.0027926885740293464,4415.495816972354,441.84611395014053,2,71.65157863764937,0.5493435478386789,71.65157863764937
67,MKRUSDT,APTUSDT,0.002473331295100071,65.35413477136105,489.6741819451065,3,66.73473548399929,0.5839444854173784,66.73473548399929
72,YFIUSDT,LINAUSDT,0.020162037819426954,317050.2465617839,2791.9472761298566,7,66.61577029328849,-1.4482763653177957,66.61577029328849
78,STORJUSDT,GMTUSDT,0.0013428129233763113,6.579813866717402,-1.06343374152081,5,64.69250548204707,-0.2789887853005111,64.69250548204707
75,STORJUSDT,GRTUSDT,0.0443981433647436,11.942710149864237,-1.0390283511423952,3,63.81952584062939,-0.4403226512225019,63.81952584062939
91,NKNUSDT,1000XECUSDT,0.008017269899650781,-1.4506450692061272,0.1487246394081284,5,56.5637304028727,0.11294684934158129,56.5637304028727
71,YFIUSDT,AVAXUSDT,0.030245722994379096,165.02278967023832,4803.654691015895,6,47.92952945089041,-0.5941024463274625,47.92952945089041
77,STORJUSDT,CELOUSDT,0.022378485004722764,2.336056666404131,-0.8108698277219758,3,45.71065418970986,-1.2436124194447133,45.71065418970986
85,AXSUSDT,CELOUSDT,0.03236762311366341,5.678942171366182,3.044817012946742,5,41.05994253291007,-1.478517264921556,41.05994253291007
30,EOSUSDT,GALAUSDT,0.007899331296898586,23.802113260565715,0.15119117296677007,6,40.43020054922776,-0.03283659100049379,40.43020054922776
83,AAVEUSDT,OPUSDT,0.0035143035873878106,65.27022219757681,-5.924265782813918,7,40.155202418087754,-1.5121339751397826,40.155202418087754
36,LTCUSDT,LDOUSDT,0.0019372100452436298,38.19170821320683,23.144896769582488,10,38.928577834209754,-1.537725167750139,38.928577834209754
76,STORJUSDT,SANDUSDT,0.022952469809262674,4.608273462891155,-1.565242464467609,4,36.50528340599692,-0.2111153281389951,36.50528340599692
90,XEMUSDT,APTUSDT,0.03307659148868357,0.0038853477218579744,-0.0001698663164878678,7,34.988496106710706,1.3231000188364115,34.988496106710706
79,STORJUSDT,APTUSDT,0.022136279200888627,0.1974583585610091,-1.0605396218088652,7,34.664947788215876,-0.17817158650179019,34.664947788215876
42,ETCUSDT,BELUSDT,0.008399824618595089,-4.492332201119824,22.290057598632647,5,32.17917847830157,-1.4139399767479826,32.17917847830157
68,DOTUSDT,AAVEUSDT,0.005956334042172188,0.03892546473960436,2.2790175368895373,8,32.119807922664094,0.17125196052224337,32.119807922664094
35,LTCUSDT,FTMUSDT,0.041337604097936034,181.47280274272975,47.905765593760634,6,30.26835718123471,-0.8876940091637252,30.26835718123471
48,LINKUSDT,CELOUSDT,0.02749581093220527,6.354231899834233,3.004959505773809,5,30.227649553308062,-0.7640995261909036,30.227649553308062
41,ETCUSDT,OCEANUSDT,0.022685564842639047,-4.967008332529281,20.86649336001176,3,29.676370671134503,-1.0413653072499554,29.676370671134503
81,AAVEUSDT,SANDUSDT,0.04251912465587002,195.60425201656273,-8.382607830101705,4,29.260468442826006,-0.1951106788518492,29.260468442826006
25,XRPUSDT,DYDXUSDT,0.04269599097627647,0.1621357363512583,0.16868790028076347,9,28.862513470626276,1.0426766523459514,28.862513470626276
40,ETCUSDT,TOMOUSDT,0.01793906246169598,-1.9132156472710502,21.081901392447417,2,28.697165510897875,-0.46558885139706796,28.697165510897875
39,ETCUSDT,STORJUSDT,0.045306203375434236,4.133335571394096,17.535743520255906,3,28.49185490907476,-1.1197181761565655,28.49185490907476
82,AAVEUSDT,DYDXUSDT,0.00034598457313867766,46.25201337680511,-12.516583189057176,9,27.90894030697737,0.1711726012458142,27.90894030697737
