,interval,trainning_period,spread_window,z_score_window,z_score_threshod,test_average_returns,test_win_rate,test_ave_loss,tradeable_num
453,15m,400,60,40,1.2,,,,0
454,15m,400,60,40,1.6,,,,0
455,15m,400,60,40,2,,,,0
460,15m,400,60,80,0.8,,,,0
461,15m,400,60,80,1.2,,,,0
462,15m,400,60,80,1.6,,,,0
463,15m,400,60,80,2,,,,0
467,15m,400,60,120,2,,,,0
469,15m,400,60,160,1.2,,,,0
471,15m,400,60,160,2,,,,0
472,15m,400,60,200,0.8,,,,0
473,15m,400,60,200,1.2,,,,0
474,15m,400,60,200,1.6,,,,0
475,15m,400,60,200,2,,,,0
476,15m,400,80,20,0.8,,,,0
477,15m,400,80,20,1.2,,,,0
478,15m,400,80,20,1.6,,,,0
479,15m,400,80,20,2,,,,0
481,15m,400,80,40,1.2,,,,0
484,15m,400,80,60,0.8,,,,0
489,15m,400,80,80,1.2,,,,0
490,15m,400,80,80,1.6,,,,0
492,15m,400,80,120,0.8,,,,0
493,15m,400,80,120,1.2,,,,0
495,15m,400,80,120,2,,,,0
497,15m,400,80,160,1.2,,,,0
499,15m,400,80,160,2,,,,0
500,15m,400,80,200,0.8,,,,0
501,15m,400,80,200,1.2,,,,0
502,15m,400,80,200,1.6,,,,0
503,15m,400,80,200,2,,,,0
504,15m,400,120,20,0.8,,,,0
505,15m,400,120,20,1.2,,,,0
506,15m,400,120,20,1.6,,,,0
507,15m,400,120,20,2,,,,0
508,15m,400,120,40,0.8,,,,0
509,15m,400,120,40,1.2,,,,0
510,15m,400,120,40,1.6,,,,0
511,15m,400,120,40,2,,,,0
512,15m,400,120,60,0.8,,,,0
513,15m,400,120,60,1.2,,,,0
515,15m,400,120,60,2,,,,0
516,15m,400,120,80,0.8,,,,0
517,15m,400,120,80,1.2,,,,0
518,15m,400,120,80,1.6,,,,0
519,15m,400,120,80,2,,,,0
520,15m,400,120,120,0.8,,,,0
522,15m,400,120,120,1.6,,,,0
523,15m,400,120,120,2,,,,0
525,15m,400,120,160,1.2,,,,0
527,15m,400,120,160,2,,,,0
528,15m,400,120,200,0.8,,,,0
529,15m,400,120,200,1.2,,,,0
531,15m,400,120,200,2,,,,0
532,15m,400,160,20,0.8,,,,0
533,15m,400,160,20,1.2,,,,0
534,15m,400,160,20,1.6,,,,0
535,15m,400,160,20,2,,,,0
541,15m,400,160,60,1.2,,,,0
542,15m,400,160,60,1.6,,,,0
543,15m,400,160,60,2,,,,0
544,15m,400,160,80,0.8,,,,0
545,15m,400,160,80,1.2,,,,0
546,15m,400,160,80,1.6,,,,0
547,15m,400,160,80,2,,,,0
551,15m,400,160,120,2,,,,0
554,15m,400,160,160,1.6,,,,0
555,15m,400,160,160,2,,,,0
556,15m,400,160,200,0.8,,,,0
557,15m,400,160,200,1.2,,,,0
558,15m,400,160,200,1.6,,,,0
559,15m,400,160,200,2,,,,0
560,15m,400,200,20,0.8,,,,0
561,15m,400,200,20,1.2,,,,0
562,15m,400,200,20,1.6,,,,0
563,15m,400,200,20,2,,,,0
568,15m,400,200,60,0.8,,,,0
569,15m,400,200,60,1.2,,,,0
571,15m,400,200,60,2,,,,0
572,15m,400,200,80,0.8,,,,0
573,15m,400,200,80,1.2,,,,0
574,15m,400,200,80,1.6,,,,0
575,15m,400,200,80,2,,,,0
576,15m,400,200,120,0.8,,,,0
577,15m,400,200,120,1.2,,,,0
580,15m,400,200,160,0.8,,,,0
581,15m,400,200,160,1.2,,,,0
582,15m,400,200,160,1.6,,,,0
583,15m,400,200,160,2,,,,0
584,15m,400,200,200,0.8,,,,0
585,15m,400,200,200,1.2,,,,0
586,15m,400,200,200,1.6,,,,0
587,15m,400,200,200,2,,,,0
588,15m,600,20,20,0.8,,,,0
589,15m,600,20,20,1.2,,,,0
590,15m,600,20,20,1.6,,,,0
591,15m,600,20,20,2,,,,0
598,15m,600,20,60,1.6,,,,0
599,15m,600,20,60,2,,,,0
602,15m,600,20,80,1.6,,,,0
604,15m,600,20,120,0.8,,,,0
607,15m,600,20,120,2,,,,0
608,15m,600,20,160,0.8,,,,0
616,15m,600,40,20,0.8,,,,0
617,15m,600,40,20,1.2,,,,0
618,15m,600,40,20,1.6,,,,0
619,15m,600,40,20,2,,,,0
621,15m,600,40,40,1.2,,,,0
622,15m,600,40,40,1.6,,,,0
624,15m,600,40,60,0.8,,,,0
625,15m,600,40,60,1.2,,,,0
626,15m,600,40,60,1.6,,,,0
627,15m,600,40,60,2,,,,0
630,15m,600,40,80,1.6,,,,0
631,15m,600,40,80,2,,,,0
633,15m,600,40,120,1.2,,,,0
636,15m,600,40,160,0.8,,,,0
638,15m,600,40,160,1.6,,,,0
639,15m,600,40,160,2,,,,0
641,15m,600,40,200,1.2,,,,0
642,15m,600,40,200,1.6,,,,0
643,15m,600,40,200,2,,,,0
644,15m,600,60,20,0.8,,,,0
645,15m,600,60,20,1.2,,,,0
646,15m,600,60,20,1.6,,,,0
647,15m,600,60,20,2,,,,0
648,15m,600,60,40,0.8,,,,0
651,15m,600,60,40,2,,,,0
652,15m,600,60,60,0.8,,,,0
654,15m,600,60,60,1.6,,,,0
655,15m,600,60,60,2,,,,0
658,15m,600,60,80,1.6,,,,0
659,15m,600,60,80,2,,,,0
666,15m,600,60,160,1.6,,,,0
667,15m,600,60,160,2,,,,0
671,15m,600,60,200,2,,,,0
672,15m,600,80,20,0.8,,,,0
673,15m,600,80,20,1.2,,,,0
674,15m,600,80,20,1.6,,,,0
675,15m,600,80,20,2,,,,0
682,15m,600,80,60,1.6,,,,0
683,15m,600,80,60,2,,,,0
686,15m,600,80,80,1.6,,,,0
687,15m,600,80,80,2,,,,0
700,15m,600,120,20,0.8,,,,0
701,15m,600,120,20,1.2,,,,0
702,15m,600,120,20,1.6,,,,0
703,15m,600,120,20,2,,,,0
706,15m,600,120,40,1.6,,,,0
710,15m,600,120,60,1.6,,,,0
711,15m,600,120,60,2,,,,0
714,15m,600,120,80,1.6,,,,0
715,15m,600,120,80,2,,,,0
720,15m,600,120,160,0.8,,,,0
723,15m,600,120,160,2,,,,0
724,15m,600,120,200,0.8,,,,0
728,15m,600,160,20,0.8,,,,0
729,15m,600,160,20,1.2,,,,0
730,15m,600,160,20,1.6,,,,0
731,15m,600,160,20,2,,,,0
738,15m,600,160,60,1.6,,,,0
739,15m,600,160,60,2,,,,0
743,15m,600,160,80,2,,,,0
745,15m,600,160,120,1.2,,,,0
748,15m,600,160,160,0.8,,,,0
749,15m,600,160,160,1.2,,,,0
750,15m,600,160,160,1.6,,,,0
751,15m,600,160,160,2,,,,0
752,15m,600,160,200,0.8,,,,0
756,15m,600,200,20,0.8,,,,0
757,15m,600,200,20,1.2,,,,0
758,15m,600,200,20,1.6,,,,0
759,15m,600,200,20,2,,,,0
763,15m,600,200,40,2,,,,0
766,15m,600,200,60,1.6,,,,0
767,15m,600,200,60,2,,,,0
776,15m,600,200,160,0.8,,,,0
777,15m,600,200,160,1.2,,,,0
778,15m,600,200,160,1.6,,,,0
779,15m,600,200,160,2,,,,0
780,15m,600,200,200,0.8,,,,0
781,15m,600,200,200,1.2,,,,0
783,15m,600,200,200,2,,,,0
