,sym_1,sym_2,hedge_ratio,std,p_value,trade_oppotunities_performance,cumulative_returns_performance,win_rate_performance,peak_loss_performace,recent_z_score,examine_trade_oppotunities,examine_returns,examine_win_rate,examine_peak_loss
16,XLMUSDT,DOTUSDT,0.07287470666350827,0.0024074375264094105,0.00916071028443687,2,3.726550733823845,1.0,-1.846981338099982,1.2847252034749868,2,194.54767004139222,1.0,-39.30107665689227
0,APTUSDT,XLMUSDT,11.862199423460094,0.046381633090983074,0.008415279487505842,1,-1.2491383503372435,0.0,-4.132324804498923,0.3420974696386196,2,12.42080722958815,1.0,-2.911267951675829
10,MASKUSDT,LDOUSDT,0.9936613548281119,0.01982720624101093,0.0022315130667101704,3,22.682029698277518,0.6666666666666666,-1.970800476241941,-0.6045959543370559,2,10.874062416839585,1.0,-3.550252318140874
30,APEUSDT,SOLUSDT,0.10271818050990145,0.016600976658211194,0.0012380436275067853,3,5.656289315627718,1.0,-3.3062594558542315,0.2300322196499608,2,10.089997371400866,1.0,-1.494781522801055
7,MASKUSDT,XLMUSDT,6.804945435628905,0.023721514983662973,0.002194456611708529,1,-2.720942261506611,0.0,-8.031902665825466,-0.896538708572587,2,9.977409350911312,1.0,-2.9489013666562327
8,MASKUSDT,CRVUSDT,0.5158516210112574,0.02222483478645862,0.0010759279946733996,3,-1.53470695120079,0.3333333333333333,-1.4430493708378977,-0.7113022352179663,2,8.370666492500831,1.0,-2.334783354807402
14,MASKUSDT,AAVEUSDT,0.008539005731076736,0.02415844068282681,0.006406020792659056,2,9.897756535325625,0.5,-4.124226432297921,-0.6252922536397519,2,7.86176845997913,0.5,-7.696182376519063
21,AVAXUSDT,XRPUSDT,23.692309145753665,0.09704135938295519,0.000567237508439499,2,-1.7515522418038,0.0,-2.675431873639443,2.146428511722711,3,6.225950636441896,1.0,-0.623319237630234
29,FILUSDT,APEUSDT,1.0214076597604629,0.027181070121196232,0.0065168497533049045,1,-4.26668586119102,0.0,-13.078724121208236,1.3018348756221287,1,5.8639856950316815,1.0,-0.8211253281322748
12,MASKUSDT,APEUSDT,0.5069128884715075,0.02048882182493812,0.001130482943524019,2,0.8246218038541048,0.5,-0.7953629876800956,-0.9114348880218335,2,5.827271423089372,0.5,-1.8912761495589927
11,MASKUSDT,MATICUSDT,2.9992700726975254,0.013617742253071904,8.928322196155333e-06,3,-0.6995056233473635,0.6666666666666666,-3.105114771572956,-0.6625853006265723,2,5.203434990775277,0.5,-1.1604035752968718
6,MASKUSDT,ETHUSDT,0.002554975889473464,0.020880124066773042,0.008644412535237728,1,12.490965716252536,1.0,-0.43961637384289975,-0.7371464114388229,2,4.159440175417625,0.5,-3.1407654692684295
