,sym_1,sym_2,hedge_ratio,std,p_value,trade_oppotunities_performance,cumulative_returns_performance,win_rate_performance,peak_loss_performace,recent_z_score,examine_trade_oppotunities,examine_returns,examine_win_rate,examine_peak_loss
63,DOTUSDT,LDOUSDT,1.288087868344083,0.12536716851112584,0.01352217692746475,1,22.988304295858057,1.0,-23.18163197705518,-1.171268540089932,0,0.0,0.0,0.0
48,SNXUSDT,APEUSDT,1.3333926897244834,0.17543914401691424,0.01427170490245836,1,39.768084762649366,1.0,-17.554187047366703,-0.6124980652299615,0,0.0,0.0,0.0
55,AVAXUSDT,INJUSDT,0.6721886670305784,0.3687478501810071,0.02242595204259689,1,46.56671964866,1.0,-15.629102501076455,-1.790990224103901,0,0.0,0.0,-56.93631724733761
64,DOTUSDT,MATICUSDT,3.6477324467833214,0.07563022513440934,0.016387699768108045,1,7.650375174468249,1.0,-10.288869593334244,-1.5764398012819976,0,0.0,0.0,0.0
