,sym_1,sym_2,hedge_ratio,std,p_value,trade_oppotunities_performance,cumulative_returns_performance,win_rate_performance,peak_loss_performace,recent_z_score,examine_trade_oppotunities,examine_returns,examine_win_rate,examine_peak_loss
7,XLMUSDT,EOSUSDT,0.36950245817774907,0.0013930251934213373,0.013478540417496592,2,28.348527794327175,1.0,-1.009576664420629,0.21088796484133265,1,6.008961023236323,1.0,-2.2209985201368254
11,OPUSDT,FILUSDT,0.7003745963342243,0.036034226480779655,0.006112896260553079,1,5.424501383744314,1.0,-6.063333231630528,1.22906404141379,2,3.4886693057385774,0.5,-1.2119026170760105
3,MASKUSDT,ETHUSDT,0.001956050891445817,0.017181537073507416,0.018074572685073963,1,7.232119877559895,1.0,-2.7041723959392554,-0.731473412585873,2,3.152253885473794,0.5,-1.2061942527134044
