,sym_1,sym_2,hedge_ratio,std,p_value,trade_oppotunities_performance,cumulative_returns_performance,win_rate_performance,peak_loss_performace,recent_z_score,examine_trade_oppotunities,examine_returns,examine_win_rate,examine_peak_loss
69,APEUSDT,UNIUSDT,0.0315875622774901,0.00870013224867432,0.02579203369404953,1,8.931280938595432,1.0,-11.372867719872414,-0.8181178518198728,0,0.0,0.0,-8.95310138596342
3,APTUSDT,QTUMUSDT,0.4735122766323784,0.020849271977726458,0.007480455731192309,1,10.262289030910067,1.0,-4.568897597930915,-0.6439553160958119,0,0.0,0.0,-0.700413024447768
62,LDOUSDT,EOSUSDT,1.0511065079247703,0.013455235928290423,0.003893108971613792,1,0.20051274551410986,1.0,-2.950818513838233,0.36602268153300993,0,0.0,0.0,-5.437720923475588
