,sym_1,sym_2,hedge_ratio,std,p_value,trade_oppotunities_performance,cumulative_returns_performance,win_rate_performance,peak_loss_performace,recent_z_score,examine_trade_oppotunities,examine_returns,examine_win_rate,examine_peak_loss
14,SNXUSDT,FILUSDT,1.779015051144599,0.07094835749656804,0.004288414522814464,1,40.19120555446219,1.0,-22.117213952606793,-1.6218142261356285,1,335.17914310157727,1.0,-10.252019592041773
26,XRPUSDT,APEUSDT,0.11993356338945702,0.0038186129243648797,0.0005390336650075046,0,0.0,0.0,-5.006290269618452,-1.3672951647913778,1,28.789280551056347,1.0,-2.8204079509810045
8,MASKUSDT,LDOUSDT,0.9936613548281119,0.026426240653617487,0.0022315130667101704,1,19.323215906737765,1.0,-10.51621087942827,-1.4998029838152196,2,24.149003563642268,0.5,-5.923138394670408
4,MASKUSDT,ETHUSDT,0.002554975889473464,0.027433346091986555,0.008644412535237728,1,13.30157291816139,1.0,-2.935808393542467,-1.4535106631918253,2,17.550860861997684,0.5,-2.863849100766518
28,XRPUSDT,EOSUSDT,0.8485196650217772,0.0077653032130565805,0.02882624696686127,0,0.0,0.0,0.0,-0.9269958630423132,1,17.22599593560597,1.0,-20.874273277429673
29,XRPUSDT,ADAUSDT,1.9283372209860021,0.006527095546639555,0.022702983415894825,1,2.1282377304735682,1.0,-0.7790126283848364,0.6351613910230273,1,14.903423206056466,1.0,-4.597522783420585
25,XRPUSDT,MATICUSDT,0.641418016155616,0.004565508132285022,0.01833598698063369,1,2.9274663104066923,1.0,-0.5359208250660039,-0.86258546226535,1,8.12912952866105,1.0,-15.557561891555304
9,MASKUSDT,FILUSDT,0.483027161288218,0.02884602237327835,0.0095782616179197,0,0.0,0.0,-1.914628101786403,-1.5348476907651403,1,7.074502445926748,1.0,-14.229119277546534
11,MASKUSDT,APEUSDT,0.5069128884715075,0.02541564472668317,0.001130482943524019,1,5.524570272555971,1.0,-10.16288771178392,-1.4900342623465863,2,7.018560213895625,0.5,-4.685782878432038
13,MASKUSDT,AAVEUSDT,0.008539005731076736,0.030201227169221315,0.006406020792659056,0,0.0,0.0,-2.850316746724836,-1.1395972358452822,1,5.8236165357773535,1.0,-20.615391151868582
24,XRPUSDT,DOTUSDT,0.137252128601663,0.0042661338784618875,0.0003227776995295045,1,2.9042052039034827,1.0,-0.325705556817683,0.34530885988683796,1,4.420799851207688,1.0,-18.195427463733136
6,MASKUSDT,XRPUSDT,3.7550298388991843,0.028833286887538532,0.0029566651308742782,1,14.589561963682437,1.0,-4.900518758942179,-1.1014718351009338,1,3.6397421167121546,1.0,-1.353386897006521
20,XLMUSDT,SOLUSDT,0.0069705860514137664,0.0018365157261853082,0.003322577354783465,0,0.0,0.0,-8.302138287941412,-1.2874706250355543,1,3.5465879667474356,1.0,-6.808836220310587
32,ETCUSDT,ADAUSDT,47.01350717774875,0.12204535895437252,0.016546134520588743,1,5.041899280011421,1.0,-5.55970529367408,1.1755302089395043,1,1.6974802579696149,1.0,-1.2445196462909165
5,MASKUSDT,CRVUSDT,0.5158516210112574,0.028452734933263377,0.0010759279946733996,0,0.0,0.0,-17.963102287144622,-1.262858926115489,3,0.5725797083651312,0.6666666666666666,-18.666426795541053
12,MASKUSDT,SOLUSDT,0.05364674536006428,0.02607325160720888,0.002192022250175068,1,13.296709339234557,1.0,-5.1393823573927975,-1.5737888802193643,1,0.340422558930636,1.0,-1.5947926209751224
23,AVAXUSDT,XRPUSDT,23.692309145753665,0.09554067752771433,0.000567237508439499,0,0.0,0.0,-5.635880542550433,1.4851312838273583,0,0.0,0.0,-9.153561723491208
31,FILUSDT,APEUSDT,1.0214076597604629,0.029370731860595124,0.0065168497533049045,1,12.743663113137668,1.0,-7.27646948139637,1.3116407255656246,0,0.0,0.0,-7.980377124202292
