,sym_1,sym_2,hedge_ratio,std,p_value,trade_oppotunities_performance,cumulative_returns_performance,win_rate_performance,peak_loss_performace,recent_z_score,examine_trade_oppotunities,examine_returns,examine_win_rate,examine_peak_loss
22,DYDXUSDT,LDOUSDT,0.15532860960160844,0.04282017882636003,0.006946132108023144,1,-2.1630632226572386,0.0,-63.88865091362305,-0.9103069687320369,1,72.8409258871517,1.0,-1.506669778030112
37,BTCUSDT,TOMOUSDT,18.321999517766244,303.852724299705,0.01535404705048332,1,-7.699027298003644,0.0,-23.02666573369306,-2.245296568344966,1,61.17722325708212,1.0,-2.4563711912737602
39,SUSHIUSDT,UNIUSDT,0.03862875857721305,0.017923852211506826,0.00320956189223982,1,-29.288125429785612,0.0,-34.59319842513969,-1.4369333184877742,1,60.61436222184388,1.0,-21.945124719435253
19,DOTUSDT,AAVEUSDT,0.017520982034380586,0.0794209754738364,0.013233788726713396,1,3.4526456596740127,1.0,-23.10792103306752,0.2670823109619975,1,47.70123817809226,1.0,-7.670720108868083
34,BTCUSDT,KNCUSDT,415.8985315595162,318.56805353574697,0.008107118893566441,2,20.085098824298843,1.0,-12.172229323123544,-2.226317230540221,1,46.71229498481107,1.0,-2.7359488926005557
18,XRPUSDT,AAVEUSDT,0.002452112323961801,0.020722168697066053,8.130891415070636e-05,1,45.59341077950474,1.0,-4.983048896594399,-0.40592511712829543,1,37.98112597700193,1.0,-28.98208666041549
38,BTCUSDT,UNIUSDT,32.96560867529422,301.9410318914077,0.01835321447514502,1,2.126335878104757,1.0,-9.527937785372632,-2.245017949613419,1,28.96487620302072,1.0,-1.198910217870555
9,HBARUSDT,STMXUSDT,0.9566863649747075,0.0009929128782343697,0.00815953419750721,1,0.5441055214007278,1.0,-17.345577405600878,-1.9243994630678776,1,25.663565550175456,1.0,-71.52658569771187
6,MASKUSDT,APEUSDT,0.8030942905680107,0.08730564330252022,0.0015806624085694073,0,0.0,0.0,-3.123562518506022,0.8341253582300086,1,18.95483612525438,1.0,-10.659279446581719
41,LDOUSDT,APEUSDT,0.4950430686465858,0.025619056518912022,0.002603172794018584,1,15.795956769330164,1.0,0.0,-0.3251017502741124,1,17.896069989691412,1.0,-8.355087954595177
42,ETCUSDT,ADAUSDT,55.86998684627338,0.12850280698347574,0.005349424691145291,1,-21.816291847540864,0.0,-38.3061471259059,-0.028775050246222036,1,6.717878792799945,1.0,-4.850358485709624
3,APTUSDT,FTMUSDT,15.073530860916193,0.16116263678541407,0.0074802936701219005,1,8.110737276968386,1.0,-8.707187591256345,-2.2367408624393335,1,6.44830888989106,1.0,-0.8751179947308143
43,EOSUSDT,ADAUSDT,1.5342673775543858,0.012600877260556516,0.00020381365704761028,1,10.215089832376133,1.0,-5.698983558799225,-0.30220301258554577,1,6.3096257392395545,1.0,-12.118054391615233
