,sym_1,sym_2,min_trading_qty_symbol_1,min_trading_qty_symbol_2,estimated_trade_qty_symbol_1,estimated_trade_qty_symbol_2,estimated_trade_value_symbol_1,estimated_trade_value_symbol_2,std,each_z_score_revenue,p_value,hedge_ratio,initial_intercept,trade_oppotunities_performance,cumulative_returns_performance,win_rate_performance,recent_trade_qty,peak_loss_performace,recent_z_score
1,BTCUSDT,MKRUSDT,0.001,0.001,0.44881393093139305,0.2361144942602536,13188.352479025893,311.6475209741088,136.77997816046843,61.38875967090993,0.011313621569900314,0.5260854844016567,28742.08454534479,5,-22.024031941788643,0.6,0.44881393093139305,-548.0726101442932,-0.49695103322861656
0,BTCUSDT,ETHUSDT,0.001,0.001,0.27694373218041607,2.868887136242699,8137.963875748309,5362.036124251691,133.09517409981285,36.85987425040442,0.023555544443222158,10.359097545395073,10047.541481286054,4,-124.37182451077989,0.5,0.2769331389814824,-109.47359507638875,0.4964927045043647
