,sym_1,sym_2,min_trading_qty_symbol_1,min_trading_qty_symbol_2,estimated_trade_qty_symbol_1,estimated_trade_qty_symbol_2,estimated_trade_value_symbol_1,estimated_trade_value_symbol_2,std,each_z_score_revenue,p_value,hedge_ratio,initial_intercept,trading_oppotunities,estimated_returns,win_rate,recent_trade_qty,peak_loss,recent_z_score
10,EOSUSDT,XLMUSDT,0.1,1.0,412.4660231690438,4.352545148038315,314.2991096548114,0.7007162433826883,0.01062272350298713,4.381512518501435,0.026423961870221623,0.010552493789905408,0.7631784299455628,16,228.52735766365655,1.0,412.4659661761315,-41.68665557754744,0.7610662887143417
23,EOSUSDT,1INCHUSDT,0.1,1.0,406.6429761070053,15.291822043041439,309.86194779353804,5.138052206461924,0.010743930180009763,4.368943743485043,0.023144421750501232,0.03760503178841948,0.7497356690047148,17,228.15531587558812,0.9411764705882353,406.64495018389835,-40.71837473288656,0.8063400785314252
25,EOSUSDT,GALAUSDT,0.1,1.0,412.2692363147754,32.77511279434253,314.1491580718589,0.8508419281411321,0.010627324959322296,4.381319145048755,0.026458722029680058,0.07949929295553382,0.762500414275785,16,224.65743991069618,1.0,412.268807357421,-41.648512077552745,0.7773183022109864
15,EOSUSDT,MKRUSDT,0.1,0.001,390.5057161520986,0.01757170358002505,297.56535570789913,17.434644292100856,0.0109702555542476,4.283947501582996,0.027516768235111583,4.499730184021435e-05,0.7219839513743421,16,214.8744560287812,0.9375,390.5057161520986,-39.30774210615023,0.731307845947054
26,EOSUSDT,GMTUSDT,0.1,1.0,409.5264843295829,12.530119049245087,312.0591810591422,2.940818940857822,0.010637445099172539,4.3563154937130815,0.02675252054426798,0.030596602487767237,0.7571030801979692,16,211.6675580066299,1.0,409.5264843295829,-41.32432283382256,0.7780714685730893
9,EOSUSDT,LINKUSDT,0.1,0.01,376.2735246533285,4.08428281544825,286.7204257858363,28.279574214163684,0.010357122926753465,3.8971111489173236,0.03610243775365246,0.010854558048460135,0.6900306170559278,16,196.66458097304417,0.875,376.26864596264693,-37.15195550252099,0.8234668751321804
30,EOSUSDT,LDOUSDT,0.1,1.0,359.9177214039262,19.607630920741254,274.25730370979176,40.74269629020825,0.007517430952582717,2.705656619264918,0.0032478587820645535,0.054478092504748124,0.6481538317893334,17,186.29710179659955,0.9411764705882353,359.9244426092881,-32.681247896867625,0.6731258156787155
13,EOSUSDT,COMPUSDT,0.1,0.001,353.6886949636595,0.654144584953861,269.5107855623085,45.489214437691494,0.009514112179618546,3.365033920547141,0.0042362034826368515,0.0018494924894929777,0.6273477433839659,18,185.75305799012745,1.0,353.710730959783,-30.91076472782149,1.176837341742005
31,EOSUSDT,APTUSDT,0.1,0.1,366.838143423233,4.668246211041913,279.53066528850354,35.46933471149645,0.010717772014723233,3.9316875875145545,0.042821898440658514,0.012725629258394775,0.6680793847861031,16,175.53629690573985,0.875,366.838143423233,-35.66976416198369,0.7442471481668967
28,EOSUSDT,OPUSDT,0.1,0.1,389.6045907789762,11.44382811898964,296.8786981735799,18.121301826420094,0.01049439575471571,4.08866476348864,0.03833397861952182,0.0293729293489813,0.7210607969181742,16,173.27119756313476,0.875,389.606006202522,-38.951119207280826,0.6397341673710982
