,sym_1,sym_2,hedge_ratio,initial_intercept,trading_oppotunities_first_499intervals,estimated_return_first_499intervals,estimated_return_next_100intervals,estimated_return_next_100-200intervals,estimated_return_next_200-300intervals,estimated_return_next_300-400intervals,estimated_return_next_400-500intervals,total_score
153,DOTUSDT,GALAUSDT,182.18773720343108,1.565130797990188,5,16.07546541714483,2.07671622328553,2.564739749262228,2.282014959185255,0.0,2.687645980169597,16.07546541714483
22,EOSUSDT,ADAUSDT,3.119554548990111,-0.007162596424524881,6,16.002983963831248,0.761938478236592,2.795077884204063,6.140864817254799,2.1608348506394384,2.1346129257154884,16.002983963831248
71,ATOMUSDT,ONTUSDT,40.413688619306335,4.681310438962017,6,15.959695412961542,0.0,13.821836096966981,6.459275623423648,7.188157339238675,3.226516552440086,15.959695412961542
65,ADAUSDT,OPUSDT,0.09712644277090059,0.15497347907870748,7,15.936474036814591,8.943754889171029,4.07902791011963,3.906298990232532,3.032283616704088,5.100130826238466,15.936474036814591
27,EOSUSDT,AXSUSDT,0.10688069338220431,0.0022339221347187355,6,15.934875753317977,0.0,3.127850871018393,8.226689084714328,3.729745974804731,4.425153481457938,15.934875753317977
191,MASKUSDT,OPUSDT,2.0726836590330078,3.1822744258548425,5,15.81973221696273,0.6119090073167962,3.9564265729931716,0.9039203536592135,3.9361283824744,0.0,15.81973221696273
35,LTCUSDT,BNBUSDT,0.9298052884019951,32.77583086724376,5,15.646300073512082,2.4975205761882195,1.6207841086423653,9.355568136691826,11.354772800803708,0.0,15.646300073512082
150,DOTUSDT,1INCHUSDT,12.078831428828353,3.426052841066193,2,15.155595055838848,2.4379004957268373,3.5557423282480443,2.248642480853028,3.27719738670624,4.908794750584391,15.155595055838848
78,ONTUSDT,XEMUSDT,5.4839682885215995,0.16261134582004108,4,15.084570894559135,2.228866369646842,25.906670067186454,6.57042515329668,17.57743795260237,3.005801803380411,15.084570894559135
164,NEARUSDT,AXSUSDT,0.27241981368220114,-0.4553791941169547,6,14.902031738536886,19.207565224083925,4.900274184417793,7.305197870098825,2.397774153614151,1.8509234153070298,14.902031738536886
107,DOGEUSDT,GMTUSDT,0.16942357852509832,0.07390406821398614,6,14.791328218451808,0.0,4.018500121598326,2.404527507291898,3.020596565783032,12.085651483790565,14.791328218451808
25,EOSUSDT,NEARUSDT,0.3623413582626101,0.21087483202924395,5,14.779488468672165,0.0,2.9771327160629184,3.4557327229725843,4.584394399073312,6.006389742894186,14.779488468672165
70,BNBUSDT,INJUSDT,13.704804532362202,150.3433198008687,6,14.71164664107796,4.173644018818588,4.5309401590844125,5.123491302958742,6.358426062937154,3.9517292939148394,14.71164664107796
61,ADAUSDT,AXSUSDT,0.03289350409059352,0.06529288475794726,9,14.628384882753824,12.153295467377973,2.714609967595544,5.957769061040199,3.7645570347916135,3.815611620777858,14.628384882753824
32,EOSUSDT,OPUSDT,0.3188647448135318,0.34310831376442497,4,14.09156933252431,0.0,2.2353039695867825,6.026012212385211,3.3935780965132,5.854521096323085,14.09156933252431
53,LINKUSDT,ONTUSDT,28.181630313080994,4.618743355348105,10,14.05885306682562,0.2916473135495062,22.176064201136946,2.964895564492193,0.0,3.9744287951399313,14.05885306682562
64,ADAUSDT,GMTUSDT,0.702664997450177,0.3376899653489749,5,14.026389620542693,8.807367537232995,3.775303529244037,5.632033169170537,4.821010688755541,10.99646626185978,14.026389620542693
77,ONTUSDT,SANDUSDT,0.4637640594728925,0.08579992076421922,8,13.940349839463364,1.3200678532683012,34.00641133540115,5.168123016360759,12.325275116361997,8.057669755972366,13.940349839463364
190,MASKUSDT,CTSIUSDT,21.207079288058562,5.166883340232346,1,13.684383564460013,0.5024722562258536,4.140484498046046,8.74654531030314,3.178170120329696,25.0502015121639,13.684383564460013
192,GALAUSDT,OPUSDT,0.013443393743017302,0.003932796783698718,7,13.651478008372221,1.128926559064369,3.4736662976830925,3.0715491914344772,14.803872609344651,6.779589342944173,13.651478008372221
13,ETHUSDT,LDOUSDT,342.002819228269,1037.3252586522751,9,12.95508615869743,1.1776195782177517,4.2932243790919475,2.8069392629491396,0.0,1.1899155288994132,12.95508615869743
152,DOTUSDT,1000SHIBUSDT,702.750039604434,-2.045933411368887,3,12.939429810690495,8.023403706304965,4.925092655278229,2.445811743421143,0.0,3.594892834696149,12.939429810690495
18,XRPUSDT,1000SHIBUSDT,42.21591112731342,0.2632059452252296,11,12.836983517718318,3.922539028039808,4.794694177302986,1.9067101117490346,2.6706696090291273,2.9232596334583762,12.836983517718318
11,ETHUSDT,FTMUSDT,1798.408049062254,1423.7043791889496,6,12.835340997899971,1.8424951273704393,4.489353974276506,2.9685619372154655,0.0,1.8522459450749615,12.835340997899971
9,ETHUSDT,ONTUSDT,5859.460148996342,1526.277635690556,8,12.747624465866593,0.0,7.249624937616994,2.1145587911466177,1.3821914164676734,2.435676458674073,12.747624465866593
12,ETHUSDT,APEUSDT,317.6940907585783,1376.3601885285311,5,12.575369232082092,1.1931868143666502,2.365653405586112,2.9699026961237456,0.0,4.06879267467314,12.575369232082092
48,ETCUSDT,ADAUSDT,73.72103816500666,7.578016243190914,5,12.502683410775017,10.02658373757986,1.2171155784829637,4.981998569722251,1.4292330849033978,0.0,12.502683410775017
108,DOGEUSDT,INJUSDT,0.0037155780986042105,0.05110273427881251,3,12.498535382549687,3.631596705901757,9.24528496132673,2.885738731298015,1.3834674311082846,2.534351431671573,12.498535382549687
79,ONTUSDT,1000SHIBUSDT,30.008961025247654,-0.09643611909985134,8,12.45094908909957,5.237348074015409,14.013711267643078,3.360432981346186,-12.90776212994784,4.55227253582577,12.45094908909957
28,EOSUSDT,1INCHUSDT,1.5243039285354678,0.5101799315220918,2,12.289362423162945,0.0,4.61288437610176,3.3978038495537355,9.07609939202621,9.012679366859821,12.289362423162945
188,1000SHIBUSDT,LDOUSDT,0.0018009413122007116,0.004696922053943226,5,12.027050893045235,0.0,12.066639586661182,9.22340202424701,1.5872714608350278,3.826585813369729,12.027050893045235
8,ETHUSDT,LTCUSDT,7.247169879897912,1917.2474572556716,5,11.629242988018614,0.0,3.6277939381598343,2.8252032989777365,0.31952080182325615,3.2944299888811015,11.629242988018614
69,BNBUSDT,1INCHUSDT,413.96895400407334,188.4662571315424,6,11.472996343961915,3.1264149887924884,2.641550829516632,5.0670302476035625,4.229807612691665,3.921590101914175,11.472996343961915
60,ADAUSDT,DOTUSDT,0.03560079692288636,0.06375309931860369,4,11.41455401386584,18.265517831328133,1.8368385320331884,2.1711290164096346,5.09739915953924,2.219481919676989,11.41455401386584
63,ADAUSDT,MASKUSDT,0.04383032036491737,0.3465330904735029,3,11.390248845997196,4.281719944181848,3.3721775440182125,0.46484161817852315,2.775736696334443,10.18847968514359,11.390248845997196
62,ADAUSDT,SANDUSDT,0.43079370160427694,0.023278074017282657,7,11.277048793991607,14.048347602983585,4.653578039142805,3.4730044823768655,2.7568724198257497,2.9361641630288338,11.277048793991607
16,XRPUSDT,FTMUSDT,0.40352564719053696,0.3718388596713852,5,11.260769998929845,2.1499593855854497,2.367885184636798,2.9726189021157707,3.4669978678692592,4.30728453884649,11.260769998929845
57,LINKUSDT,INJUSDT,0.49890770091062253,5.889318398900418,6,10.974144263963064,6.416050010990952,2.1815355532500096,2.2146943956616525,3.335253296435047,2.902798889104028,10.974144263963064
20,XRPUSDT,GMTUSDT,1.0777657775213707,0.5181075527547125,10,10.921606618139679,4.539893623625724,2.4915508490131475,2.647779222061878,3.6935217930813273,11.91941816809486,10.921606618139679
184,AXSUSDT,SANDUSDT,12.710059683778793,3.623367970170989,3,10.175506318936506,3.492294836982651,3.615408542457196,5.50254893366462,3.30107355600808,1.8327848100281217,10.175506318936506
15,XRPUSDT,DOGEUSDT,5.838077088783412,0.22016371734301318,5,10.127078753729622,1.6774089732885478,2.4656437182542668,2.574336691967347,1.3983820100064472,1.8441313932516485,10.127078753729622
5,BTCUSDT,SANDUSDT,23653.736153571375,11450.581908258398,5,10.056228150159122,0.06270106834514202,2.040078952836472,5.528694266090357,1.142797507196763,1.905811238144207,10.056228150159122
24,EOSUSDT,DOTUSDT,0.11806712549133883,0.06812456328722016,3,9.976734330132683,0.0,0.8749218493837079,3.736299812462825,3.028777867850119,4.41571451302028,9.976734330132683
67,BNBUSDT,COMPUSDT,1.2855625157392077,254.89257511144712,3,9.506940447345478,4.097386770047662,5.383707303272162,6.157091882566781,5.498788898557169,7.721973091857065,9.506940447345478
58,ADAUSDT,ONTUSDT,0.8829124137113126,0.1848210202916538,4,9.022521639475412,18.136794958113324,12.117254574290829,6.38932531255687,0.0,3.4496272179807588,9.022521639475412
4,BTCUSDT,1INCHUSDT,26740.338847298823,23754.819405888884,5,8.873528858882775,0.20870080268347274,2.0040692049104107,5.930283270967853,2.927365325234863,2.58207605169058,8.873528858882775
2,BTCUSDT,FTMUSDT,14323.761870673656,20144.83450839106,3,8.382224517021996,2.526034060878917,1.7779479197766441,3.992116266471851,1.2359581285004833,2.5261394318535895,8.382224517021996
56,LINKUSDT,1INCHUSDT,15.069724725394952,6.583284146165511,3,8.08656408719951,1.2487891196667267,2.5212243433229222,4.430413062376981,4.5806768271732246,6.531782603755991,8.08656408719951
106,DOGEUSDT,XEMUSDT,1.2195326481806346,0.05881680503737797,3,7.87428199726202,0.0,3.9592419396430096,2.6133385472819963,4.701214360272617,2.761618769920329,7.87428199726202
6,BTCUSDT,XEMUSDT,290943.5901625437,26733.942206911943,5,7.082322149669027,0.0,2.6480557984271447,3.26083978353026,3.373229311401205,4.425969672273053,7.082322149669027
7,BTCUSDT,OPUSDT,5060.00078272541,19965.75285523469,2,6.3185967272726495,0.642541611690923,0.9286994070308356,4.327829981679309,2.9649626991622715,2.450601472745308,6.3185967272726495
0,BTCUSDT,BNBUSDT,57.32496923773929,9266.72583660627,2,5.427789693381022,0.0,0.6545958585085684,6.870554089020658,1.042577894788039,2.097029818525162,5.427789693381022
