,sym_1,sym_2,hedge_ratio,initial_intercept,trading_oppotunities_first_499intervals,estimated_return_first_499intervals,estimated_return_next_100intervals,estimated_return_next_100-200intervals,estimated_return_next_200-300intervals,estimated_return_next_300-400intervals,estimated_return_next_400-500intervals,total_score
85,COMPUSDT,DOTUSDT,20.596164944022156,123.15049527152584,8,36.009312296563465,7.372431307725065,-12.834476679220831,6.707658683440256,11.409471100492173,0.0,36.009312296563465
46,LTCUSDT,INJUSDT,13.48537256394975,96.92579904859853,6,35.61059147768655,8.54620109179318,3.863747647560965,3.199456393799311,7.287357623325585,0.0,35.61059147768655
82,ONTUSDT,LDOUSDT,0.055067442641760896,0.00890796912446748,9,34.81360524952257,3.3004710172761165,32.43658941570926,6.369104727160639,-9.718069503511728,4.54465770802532,34.81360524952257
59,ADAUSDT,COMPUSDT,0.001473666755361027,0.3232971994452794,8,34.52753873347544,11.800650959937794,4.066940498196459,10.551368256872493,5.4843647645843125,9.228546938169956,34.52753873347544
41,LTCUSDT,1INCHUSDT,373.88020241429734,124.42665141953182,4,34.09959653065389,3.6175158840612633,3.676670314038303,2.339717869113909,7.5725852978370565,4.118164696729154,34.09959653065389
45,LTCUSDT,APEUSDT,39.484814055665574,129.03478863351745,4,31.914961232217106,6.3713406043294665,5.115243546244117,0.0,2.787317732909634,0.0,31.914961232217106
161,FTMUSDT,INJUSDT,0.05627079633575262,0.18729588528100083,9,31.84241529624913,11.74251461376495,8.776503763653842,5.786108669753039,4.828305714385311,0.852090988596978,31.84241529624913
169,FILUSDT,SANDUSDT,7.1032435094411035,-0.4912062995408899,3,31.54185350623932,1.0953115076537734,3.118489221317218,3.3565778341146295,5.51133031242868,3.630167194991019,31.54185350623932
38,LTCUSDT,COMPUSDT,1.2855318849211101,69.16717376989236,4,29.652568928905932,10.100700089471262,8.880509574332585,7.5618475211393505,9.635794279297409,0.0,29.652568928905932
198,INJUSDT,LDOUSDT,3.0323971504343867,-2.1354627719431827,7,28.826844215304288,0.0,6.156617807867135,0.4278051910893224,3.3818952570633014,2.311918105781313,28.826844215304288
109,KAVAUSDT,DOTUSDT,0.07523371363397748,-2.7571391269873993,8,28.520611933968354,17.494244488503753,3.450792921926196,3.5841635352670593,4.665260891808826,6.186561692663135,28.520611933968354
182,FILUSDT,LDOUSDT,0.9692614180513496,0.3498835626185417,3,28.133121502396214,3.269896609248256,2.545871395946966,2.7141413354136334,1.7365463248541286,2.768296797585739,28.133121502396214
114,KAVAUSDT,APEUSDT,0.10615848763331624,-1.6535588671034285,6,28.103002520713922,6.47283004494889,9.211686293338502,4.0174027159586085,0.0,7.324668030801094,28.103002520713922
116,KAVAUSDT,INJUSDT,0.03536148952316867,-1.5154849846306762,6,28.02770933900982,7.489306579452758,7.558099916120744,10.737758786274405,0.0,9.17822352785186,28.02770933900982
81,ONTUSDT,INJUSDT,0.017069863843986274,0.1340154930502564,9,27.962296671776443,4.146113217571354,30.6813491838968,8.1057318546249,-32.05303513514358,8.828411738190297,27.962296671776443
168,FILUSDT,1INCHUSDT,9.085897744573264,2.6120197517128068,3,27.866451851105627,2.066519172010188,3.7814554088016967,3.074606320902929,9.701750973789688,9.092568331898509,27.866451851105627
29,EOSUSDT,LINAUSDT,37.997978856470255,0.31326176798114586,8,26.816198611755123,5.646821818053817,5.142138467655308,10.757922063073014,0.0,4.251187762910477,26.816198611755123
180,FILUSDT,OPUSDT,1.6502716566480589,1.655705521675512,4,26.767610319468808,2.1793808057022934,3.6654406701352045,1.7507953503726528,8.80757054498408,4.071245559514332,26.767610319468808
115,KAVAUSDT,OPUSDT,0.20683134448738325,-0.9193490740161323,6,26.416616049826864,6.997412635885744,7.227934620274852,9.07290496265102,0.47608392342041433,14.905027565591464,26.416616049826864
179,FILUSDT,APEUSDT,0.9084265469881141,2.1506547138551135,4,26.38006062866124,8.66075273162428,4.011067348904812,3.513397580846245,3.796276692945547,4.250817973281422,26.38006062866124
174,FILUSDT,DYDXUSDT,0.9741448262576783,1.2948604992625432,3,26.228139001144804,1.8651875821948949,3.4803950210333854,2.1677950487908406,1.6670605283972249,3.4555167122648713,26.228139001144804
111,KAVAUSDT,LINAUSDT,24.855646395981356,-2.026740020520091,5,25.8087732306693,7.545694455559751,9.479380484780087,11.733665620186578,0.0,5.05310965364697,25.8087732306693
110,KAVAUSDT,FTMUSDT,0.5941004238509424,0.1159715236240807,6,25.732034176664,6.6866460593531025,4.72359673784311,9.310714535993426,0.0,19.951969187314184,25.732034176664
181,FILUSDT,INJUSDT,0.2812823788045931,1.7801332441152795,3,24.645517279426258,9.542178962012303,8.304680623563895,4.772785686569975,4.383307712690585,6.029616640487702,24.645517279426258
171,FILUSDT,LINAUSDT,197.2744355223912,1.6574773874418622,3,24.542696739442125,5.992185040705431,7.070259505789826,6.5588845155981454,6.29434732491889,4.167002992090758,24.542696739442125
51,ETCUSDT,LINAUSDT,984.7776326198948,13.120795007611548,10,24.466315088742515,3.7635764931975073,4.003158502012694,4.869630217438923,3.399902491030236,3.008049195656849,24.466315088742515
167,FILUSDT,AXSUSDT,0.5292851469464931,-0.8718760745251615,3,24.061927401112303,2.3806641183557926,1.9626293620517983,3.3645196962002304,7.63649149357935,2.907637208239684,24.061927401112303
52,ETCUSDT,OPUSDT,7.915089358513661,9.09191479097948,6,23.818227098419484,2.0088158164832985,1.4382145978968846,2.3052722898159668,4.054388841019839,1.7362646597728366,23.818227098419484
33,LTCUSDT,LINKUSDT,25.462419648431688,-124.7894765259644,5,23.77642689334304,4.260191572817706,1.9660695510843225,1.904782711367641,7.179302517577146,2.526958185304884,23.77642689334304
36,LTCUSDT,ATOMUSDT,15.717396262105211,87.95895011841878,2,23.459071488330856,8.553634943690163,2.2227851725155143,0.0,2.3881309128174135,0.0,23.459071488330856
43,LTCUSDT,CTSIUSDT,839.5746321052031,128.57398174559358,2,22.986196585921114,8.14751544989802,3.851917572564539,6.756731801298553,5.310051689386512,0.0,22.986196585921114
44,LTCUSDT,GMTUSDT,544.6248844612346,120.38777652985603,2,22.96415934675265,4.255356170708707,1.3669906193447934,3.6874329409642312,7.570298754163556,0.0,22.96415934675265
47,LTCUSDT,LDOUSDT,41.59760118094912,46.632151229093104,1,22.774217743618056,4.956456778528504,1.7242598011460066,0.34173007031469194,5.176662131800845,0.0,22.774217743618056
72,ATOMUSDT,COMPUSDT,0.06831489123069055,10.306987308950424,4,22.728335697823468,3.125147581384743,14.790003432857567,6.335485345464332,9.246865968831386,10.799233768072062,22.728335697823468
156,DOTUSDT,INJUSDT,0.41851733929552604,2.1592693590026473,7,22.485647281248934,4.924034060842742,4.838789276266745,2.574831363223462,11.03890121102872,2.900408197650031,22.485647281248934
176,FILUSDT,GALAUSDT,122.16014836231093,1.3419152714037133,3,22.358532639737717,3.5670289724118365,2.9516457894713946,2.014529621664921,2.0322218798689407,3.1371400980823507,22.358532639737717
187,1000SHIBUSDT,INJUSDT,0.0005544176111895386,0.006044188742857939,9,22.349110735807727,5.11219839989285,13.73034112137239,7.696915358871235,0.7403091926825062,5.607188714165232,22.349110735807727
31,EOSUSDT,GALAUSDT,23.320838419015665,0.2587818582845381,8,22.32970351758444,1.2290643674767838,4.146791091856179,8.973341258121648,0.0,4.713226591007289,22.32970351758444
54,LINKUSDT,COMPUSDT,0.04687725661511668,5.7389399424276455,5,22.144299092718917,3.0956923300191628,10.98133589675107,4.887926017433784,4.683745619599217,6.87038233548981,22.144299092718917
177,FILUSDT,CTSIUSDT,18.27898873602432,3.209641321032511,2,22.001486531311613,2.1542772654508173,4.400510637336071,10.851435300078002,5.75362391524493,6.238543245767692,22.001486531311613
50,ETCUSDT,1INCHUSDT,36.433557017081746,15.863395138852997,5,21.98622626504023,2.636310704948854,3.9320214940793408,4.3972660838089475,5.329770599099785,4.1410583790823825,21.98622626504023
149,DOTUSDT,AXSUSDT,0.8391590639167339,-1.15899015016144,6,21.82176414530946,2.8734349607484684,2.2028642599450787,3.3805933569872844,3.6186932854276965,3.277551368864663,21.82176414530946
39,LTCUSDT,FTMUSDT,219.659370307283,-31.166037398670085,3,21.758050482093168,5.451763285169154,2.494177058788544,5.053275752351151,3.1755224965750495,2.0954572061769055,21.758050482093168
30,EOSUSDT,MASKUSDT,0.14824169026476122,0.7669557431113347,7,21.39844023853208,3.8442864135933377,1.997562230283882,4.537366754447118,3.5400557669251613,18.3436475174925,21.39844023853208
113,KAVAUSDT,MASKUSDT,0.09655482485048597,2.8184706219655005,6,21.040340072092757,5.110260688904006,0.0,3.932569045859215,2.3996701737404447,-47.72528515600662,21.040340072092757
3,BTCUSDT,FILUSDT,1642.567253564882,14035.813392650995,4,21.034120603317895,0.0,2.4388502185946717,4.0809038359821574,0.8881318722074091,2.316827112192632,21.034120603317895
196,APEUSDT,INJUSDT,0.3166342797567987,0.3546979624512412,4,21.009343476606226,10.616292796782327,4.569377445613899,5.209022112494696,8.910244170498263,11.676504886854943,21.009343476606226
154,DOTUSDT,GMTUSDT,17.343674501616732,6.29264180772255,3,20.829227723800436,3.214725954824625,2.5046678163133134,2.36377995777366,3.8760558608846525,15.701319606430712,20.829227723800436
42,LTCUSDT,SANDUSDT,344.13465435071544,97.14439861327497,3,20.666604321622703,5.152964501704558,2.060205875000361,3.7741847904818107,5.7239380770290245,0.0,20.666604321622703
155,DOTUSDT,OPUSDT,2.6115352504010962,1.9170119365757792,8,20.52338869127248,2.207265598434677,2.124923864684193,1.7823763402048367,2.4096168983262083,4.5005631827423755,20.52338869127248
74,ONTUSDT,FTMUSDT,0.2908155163459736,0.003696670548280573,5,20.190982365801897,3.4791620953026654,28.362189993786185,13.369681498550424,-20.20721833295607,8.217902380792562,20.190982365801897
112,KAVAUSDT,1000SHIBUSDT,63.016512575566594,-4.011539453260072,6,20.017934941224805,9.511601502673843,9.309007947153876,0.7774800530727562,3.3734288323337145,5.8257262874777185,20.017934941224805
76,ONTUSDT,1INCHUSDT,0.513971659419466,0.17271403222104126,8,20.016298619046808,1.7317264417379634,41.51124344045912,6.127202306178358,15.486814434369363,7.908910596177822,20.016298619046808
178,FILUSDT,GMTUSDT,11.602705796188104,4.950875176497001,2,20.01203177095825,2.564436736007568,2.586744385228257,2.114048233273917,8.060018088325569,10.225138003069098,20.01203177095825
19,XRPUSDT,CTSIUSDT,1.6857993565527514,0.49587661116422443,10,19.992492105448235,2.533407295662245,2.296407239881193,5.0005543807329795,6.007755122104188,2.411171637142918,19.992492105448235
189,MASKUSDT,GALAUSDT,146.84539661463057,4.304782786042099,5,19.665491306786947,0.6505576219517629,3.9647149336587466,1.9831628005041557,0.0,0.0,19.665491306786947
37,LTCUSDT,ONTUSDT,740.1138396388659,17.918439391264556,5,19.659963678160956,9.04493507675256,43.05851390441981,0.0,8.277773935519207,0.0,19.659963678160956
158,DOTUSDT,APTUSDT,0.3618419702711585,-0.9656648114646611,1,19.457987194182646,2.504060316668266,2.6276076017134447,3.7557880321982733,3.163334403331835,1.4830721671466842,19.457987194182646
197,APEUSDT,LDOUSDT,1.0393991669295108,0.10912088858922764,4,19.433200556831977,4.438445536182256,5.571640752210286,7.396065029425577,5.880393775795548,2.401471858095427,19.433200556831977
183,MATICUSDT,AXSUSDT,0.08293728692374283,-0.5022789989973253,5,19.347236388332252,0.8175348773073404,4.443349049126094,9.664096894174865,10.452040183211286,3.5593668829887,19.347236388332252
162,FTMUSDT,LDOUSDT,0.1837171924436749,0.06926939044944225,4,18.629435632836,4.172326944721792,2.9256726472477093,0.0,1.7122597780888027,0.0,18.629435632836
165,FILUSDT,MATICUSDT,4.983478186287409,1.486426084978139,2,18.617837322601787,4.131899953206016,8.978849233390264,6.24770673264508,3.3007550895986513,7.200633564381398,18.617837322601787
172,FILUSDT,1000SHIBUSDT,495.10631262420355,-1.118588603964294,2,18.54935948902855,10.053525743703581,8.156342037682801,3.1132045792183676,3.700751135155553,3.7908438357178307,18.54935948902855
10,ETHUSDT,COMPUSDT,9.673473330696321,2021.3932250655912,4,18.207992017477117,0.0,6.136954306411555,6.1700709312882305,2.191661810252438,4.6652847575300065,18.207992017477117
157,DOTUSDT,LDOUSDT,1.2910065561273332,0.10457746593653416,2,18.126120092081045,2.0071237642187927,2.3161765719642617,3.5755406070662428,0.0,3.124489835533774,18.126120092081045
173,FILUSDT,MASKUSDT,0.7865929979552634,5.021831207878708,3,17.91454477134313,8.43416164914786,1.732208654042154,1.9896605377282939,4.813389549762811,8.324276673549699,17.91454477134313
80,ONTUSDT,GMTUSDT,0.7431305849835095,0.2773926920523365,3,17.88690377177298,2.4721169902018723,33.83774391415017,6.6224355449212595,14.680158683687207,23.229740850551877,17.88690377177298
1,BTCUSDT,COMPUSDT,79.4229837131792,32461.791868271983,6,17.705136823798952,0.0,1.4885986703604444,7.774670947855411,2.0674364240446446,3.6759618013356796,17.705136823798952
21,XRPUSDT,LDOUSDT,0.07692304824452006,0.35850305086554884,9,17.26096036488468,1.4860418294927513,2.527854528780036,3.0825047261292786,4.503952398309474,2.2990359018634825,17.26096036488468
170,FILUSDT,XEMUSDT,91.54050973592808,3.4354404872750566,2,17.233080161699846,3.1602995518895183,6.3509943609420265,2.7096747482389616,8.645690393901969,8.102509275274357,17.233080161699846
23,EOSUSDT,COMPUSDT,0.004779042715025911,0.7755261527629772,3,17.061087897253774,0.0,8.873794683776765,13.726367130338456,3.889030321777578,15.552436938581677,17.061087897253774
66,ADAUSDT,LDOUSDT,0.049438924948107,0.0656295841933888,5,17.02490216375769,3.1407524651666963,3.646289463002592,3.556443906223175,0.0,2.5673529379372746,17.02490216375769
186,XEMUSDT,GMTUSDT,0.13007555022207365,0.06468527469120702,6,16.93815637305243,5.7373885348594325,8.384459275479465,1.7753763851668505,8.411061563852028,-1455.900095433776,16.93815637305243
185,AXSUSDT,OPUSDT,2.933961971096053,4.045044700888024,7,16.817439261622177,2.129272125774341,3.1869040668066715,3.889937975655685,2.243229110159004,4.410045837210403,16.817439261622177
195,GMTUSDT,INJUSDT,0.02128838000997666,0.301471383844292,3,16.749367052823796,6.37106882425827,6.665515232479988,2.7337572039825915,0.0,31.102757050057235,16.749367052823796
34,LTCUSDT,ADAUSDT,731.390371152769,117.71696846780935,3,16.743649015835913,5.697501259254657,1.691849207824607,3.271598972260553,5.154169346300639,0.0,16.743649015835913
193,CTSIUSDT,GMTUSDT,0.6011402648935857,0.10923021512229462,7,16.642554928764003,0.0,1.9206911577379873,5.214653245420261,101.18635763090253,10.560814474401091,16.642554928764003
194,CTSIUSDT,INJUSDT,0.012956930902159962,0.048125855787374196,5,16.539423213692956,7.095308726703852,8.007713571025107,12.047396554826655,8.938319129937788,13.685052481819092,16.539423213692956
105,DOGEUSDT,FTMUSDT,0.063988689708372,0.03886671488049261,6,16.349802117605705,0.27826701785478825,5.809275609743708,3.100600139742292,0.0,3.525968007098011,16.349802117605705
14,XRPUSDT,COMPUSDT,0.002208235049944643,0.4617817577760859,4,16.16594261586351,4.887297087941323,2.7087926754133043,4.41179018136136,5.949253016971032,3.166791525381991,16.16594261586351
151,DOTUSDT,SANDUSDT,11.085852034925026,-0.36401481175576933,5,16.1610194339557,0.6212517450338979,2.3538378764717103,2.890009704492935,4.803007523828237,1.8286585667387998,16.1610194339557
17,XRPUSDT,XEMUSDT,7.905136832073114,0.4416275234183442,11,16.085782954860665,5.442584139801354,3.547455388225262,2.267403401018002,4.058296725107594,3.2112738304839876,16.085782954860665
